CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.02.06;Adiantamento para Futuro Aumento de Capital;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.02.06;Adiantamento para Futuro Aumento de Capital;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.03;Reservas de Reavaliação;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.03;Reservas de Reavaliação;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.04;Reservas de Lucros;6896085.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.04;Reservas de Lucros;10655992.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.04.01;Reserva Legal;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.04.01;Reserva Legal;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.04.02;Reserva Estatutária;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.04.02;Reserva Estatutária;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.04.03;Reserva para Contingências;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.04.03;Reserva para Contingências;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.04.04;Reserva de Lucros a Realizar;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.04.04;Reserva de Lucros a Realizar;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.04.05;Reserva de Retenção de Lucros;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.04.05;Reserva de Retenção de Lucros;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.04.06;Reserva Especial para Dividendos Não Distribuídos;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.04.06;Reserva Especial para Dividendos Não Distribuídos;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.04.07;Reserva de Incentivos Fiscais;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.04.07;Reserva de Incentivos Fiscais;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.04.08;Dividendo Adicional Proposto;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.04.08;Dividendo Adicional Proposto;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.04.09;Ações em Tesouraria;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.04.09;Ações em Tesouraria;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.05;Lucros/Prejuízos Acumulados;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.05;Lucros/Prejuízos Acumulados;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.06;Ajustes de Avaliação Patrimonial;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.06;Ajustes de Avaliação Patrimonial;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.07;Ajustes Acumulados de Conversão;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.07;Ajustes Acumulados de Conversão;0.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.08;Outros Resultados Abrangentes;-252610.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.08;Outros Resultados Abrangentes;-521609.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.03.09;Participação dos Acionistas Não Controladores;658149.0000000000;S
50.746.577/0001-15;2021-12-31;2;COSAN S.A.;019836;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.03.09;Participação dos Acionistas Não Controladores;14129085.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2;Passivo Total;1679254.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2;Passivo Total;1995237.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01;Passivo Circulante;305175.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01;Passivo Circulante;494904.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.01;Obrigações Sociais e Trabalhistas;30105.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.01;Obrigações Sociais e Trabalhistas;45618.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.01.01;Obrigações Sociais;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.01.01;Obrigações Sociais;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.01.02;Obrigações Trabalhistas;30105.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.01.02;Obrigações Trabalhistas;45618.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.02;Fornecedores;62457.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.02;Fornecedores;78006.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.02.01;Fornecedores Nacionais;62457.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.02.01;Fornecedores Nacionais;78006.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.02.02;Fornecedores Estrangeiros;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.02.02;Fornecedores Estrangeiros;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.03;Obrigações Fiscais;11938.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.03;Obrigações Fiscais;11520.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.03.01;Obrigações Fiscais Federais;11938.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.03.01;Obrigações Fiscais Federais;11520.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.03.01.01;Imposto de Renda e Contribuição Social a Pagar;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.03.01.01;Imposto de Renda e Contribuição Social a Pagar;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.03.01.02;Impostos a recolher;11938.0000000000;N
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.03.01.02;Impostos a recolher;8944.0000000000;N
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.03.01.03;Imposto de renda e contribuição social diferido;0.0000000000;N
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.03.01.03;Imposto de renda e contribuição social diferido;2576.0000000000;N
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.03.02;Obrigações Fiscais Estaduais;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.03.02;Obrigações Fiscais Estaduais;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.03.03;Obrigações Fiscais Municipais;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.03.03;Obrigações Fiscais Municipais;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.04;Empréstimos e Financiamentos;127894.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.04;Empréstimos e Financiamentos;291497.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.04.01;Empréstimos e Financiamentos;127894.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.04.01;Empréstimos e Financiamentos;291497.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.04.01.01;Em Moeda Nacional;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.04.01.01;Em Moeda Nacional;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.04.01.02;Em Moeda Estrangeira;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.04.01.02;Em Moeda Estrangeira;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.04.02;Debêntures;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.04.02;Debêntures;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.04.03;Financiamento por Arrendamento;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.04.03;Financiamento por Arrendamento;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05;Outras Obrigações;50760.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05;Outras Obrigações;45775.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05.01;Passivos com Partes Relacionadas;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05.01;Passivos com Partes Relacionadas;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05.01.01;Débitos com Coligadas;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05.01.01;Débitos com Coligadas;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05.01.03;Débitos com Controladores;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05.01.03;Débitos com Controladores;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05.01.04;Débitos com Outras Partes Relacionadas;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05.01.04;Débitos com Outras Partes Relacionadas;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05.02;Outros;50760.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05.02;Outros;45775.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05.02.01;Dividendos e JCP a Pagar;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05.02.01;Dividendos e JCP a Pagar;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05.02.02;Dividendo Mínimo Obrigatório a Pagar;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05.02.02;Dividendo Mínimo Obrigatório a Pagar;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05.02.03;Obrigações por Pagamentos Baseados em Ações;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05.02.03;Obrigações por Pagamentos Baseados em Ações;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05.02.04;Programa de recuperação fiscal - REFIS;0.0000000000;N
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05.02.04;Programa de recuperação fiscal - REFIS;0.0000000000;N
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05.02.05;Impostos diferidos sobre reavaliação do imobilizado;0.0000000000;N
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05.02.05;Impostos diferidos sobre reavaliação do imobilizado;0.0000000000;N
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05.02.06;Imposto renda e contribuição social diferidos;0.0000000000;N
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05.02.06;Imposto renda e contribuição social diferidos;0.0000000000;N
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05.02.07;Dividendos e lucros a pagar;0.0000000000;N
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05.02.07;Dividendos e lucros a pagar;4.0000000000;N
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05.02.08;Outras contas a pagar;26296.0000000000;N
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05.02.08;Outras contas a pagar;24337.0000000000;N
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05.02.09;Passivo de arrendamento;8343.0000000000;N
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05.02.09;Passivo de arrendamento;7129.0000000000;N
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05.02.10;Valores a pagar - aquisição de empresas;0.0000000000;N
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05.02.10;Valores a pagar - aquisição de empresas;0.0000000000;N
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.05.02.11;Comissões a pagar;16121.0000000000;N
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.05.02.11;Comissões a pagar;14305.0000000000;N
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.06;Provisões;22021.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.06;Provisões;22488.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.06.01;Provisões Fiscais Previdenciárias Trabalhistas e Cíveis;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.06.01;Provisões Fiscais Previdenciárias Trabalhistas e Cíveis;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.06.01.01;Provisões Fiscais;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.06.01.01;Provisões Fiscais;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.06.01.02;Provisões Previdenciárias e Trabalhistas;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.06.01.02;Provisões Previdenciárias e Trabalhistas;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.06.01.03;Provisões para Benefícios a Empregados;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.06.01.03;Provisões para Benefícios a Empregados;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2020-12-31;2.01.06.01.04;Provisões Cíveis;0.0000000000;S
50.926.955/0001-42;2021-12-31;1;VULCABRAS S.A.;011762;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2021-12-31;2.01.06.01.04;Provisões Cíveis;0.0000000000;S
