CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
05.303.439/0001-07;2021-12-31;1;UNIGEL PARTICIPAÇÕES S.A.;026301;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.99.01.01;ON;2.1293200000;N
05.303.439/0001-07;2021-12-31;1;UNIGEL PARTICIPAÇÕES S.A.;026301;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.99.02;Lucro Diluído por Ação;0.0000000000;N
05.303.439/0001-07;2021-12-31;1;UNIGEL PARTICIPAÇÕES S.A.;026301;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.99.02;Lucro Diluído por Ação;0.0000000000;N
05.303.439/0001-07;2021-12-31;1;UNIGEL PARTICIPAÇÕES S.A.;026301;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.99.02.01;ON;0.0000000000;N
05.303.439/0001-07;2021-12-31;1;UNIGEL PARTICIPAÇÕES S.A.;026301;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.99.02.01;ON;0.0000000000;N
05.347.060/0001-07;2021-12-31;1;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;026387;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.01;Receita de Venda de Bens e/ou Serviços;89649.0000000000;S
05.347.060/0001-07;2021-12-31;1;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;026387;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.01;Receita de Venda de Bens e/ou Serviços;151022.0000000000;S
05.347.060/0001-07;2021-12-31;1;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;026387;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-44477.0000000000;S
05.347.060/0001-07;2021-12-31;1;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;026387;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-81237.0000000000;S
05.347.060/0001-07;2021-12-31;1;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;026387;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.03;Resultado Bruto;45172.0000000000;S
05.347.060/0001-07;2021-12-31;1;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;026387;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.03;Resultado Bruto;69785.0000000000;S
05.347.060/0001-07;2021-12-31;1;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;026387;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.04;Despesas/Receitas Operacionais;-29191.0000000000;S
05.347.060/0001-07;2021-12-31;1;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;026387;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.04;Despesas/Receitas Operacionais;-52337.0000000000;S
05.347.060/0001-07;2021-12-31;1;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;026387;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.04.01;Despesas com Vendas;0.0000000000;S
05.347.060/0001-07;2021-12-31;1;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;026387;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-01-01;2021-12-31;3.04.01;Despesas com Vendas;0.0000000000;S
05.347.060/0001-07;2021-12-31;1;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;026387;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2020-01-01;2020-12-31;3.04.02;Despesas Gerais e Administrativas;-21546.0000000000;S
